"OrderID","Region","State"
"IAYXBO","Sudeste","SP"
"NZBVTG","Sudeste","ES"
"PLVMXQ","Sul","PR"
"KAMWEN","Sudeste","MG"
"GTLSLS","Sudeste","RJ"
"MVQCWO","Sudeste","ES"
"OVWRMJ","Sudeste","SP"
"NRXGLK","Sudeste","MG"
"KHZSAM","Sudeste","RJ"
"LBANTK","Sul","SC"
"JKABAD","Sudeste","ES"
"QXWCNM","Sul","PR"
"SXNZVQ","Sudeste","SP"
"GYZLAZ","Sudeste","SP"
"BSUPML","Sul","PR"
"HANDLQ","Sul","RS"
"BGNSAM","Sudeste","RJ"
"FRLUZB","Sudeste","SP"
"WHNZPZ","Sul","RS"
"IKCGTN","Sul","SC"
"USYKND","Sudeste","MG"
"RAMCLI","Sudeste","SP"
"BXOOEO","Sul","SC"
"ORLAGX","Sul","SC"
"EIVBIH","Sudeste","ES"
"UZBHTB","Sul","RS"
"SWUKSC","Sul","RS"
"FYGKHA","Sul","SC"
"XMHCGE","Sul","RS"
"ONZUUJ","Sul","PR"
"LDQKTU","Sul","SC"
"VRFBVV","Sul","SC"
"ONVPKY","Sul","RS"
"ZPKJWT","Sudeste","ES"
"MEHCPX","Sul","RS"
"AHIIRW","Sul","SC"
"VRJWDX","Sudeste","ES"
"VMSYPX","Sudeste","MG"
"KKHBKY","Sudeste","ES"
"INKYJV","Sudeste","RJ"
"CRLXYE","Sul","SC"
"BZHEQL","Sul","RS"
"DYCQMQ","Sudeste","MG"
"QYYTZU","Sudeste","RJ"
"JXGUOT","Sudeste","ES"
"GHJBGR","Sul","PR"
"RBLEAI","Sudeste","ES"
"CNLIHB","Sudeste","MG"
"JKMQUS","Sul","PR"
"WAPYVL","Sudeste","MG"
"EVLZTC","Sudeste","MG"
"HQNGNW","Sudeste","SP"
"SRWWUI","Sudeste","ES"
"DRHTWO","Sul","RS"
"MZDGFP","Sul","PR"
"KQJVFK","Sul","PR"
"DGGKKE","Sudeste","SP"
"DLYVTP","Sudeste","SP"
"IVSFTP","Sul","PR"
"DTSRIA","Sul","SC"
"PPSVGU","Sudeste","SP"
"FYZQJT","Sudeste","SP"
"YNJQTI","Sul","PR"
"RIPZUL","Sul","PR"
"SBLZVV","Sudeste","SP"
"UVMMCN","Sul","PR"
"ZSMUJJ","Sudeste","SP"
"TNJSZA","Sul","RS"
"PKGYHN","Sudeste","RJ"
"BCPUOK","Sul","RS"
"JGOVJP","Sudeste","ES"
"XISFKP","Sudeste","ES"
"GJNDKW","Sul","RS"
"DVJIUJ","Sudeste","ES"
"WTZKMH","Sudeste","RJ"
"LEETTM","Sul","RS"
"YEHUBT","Sul","RS"
"NHQGHY","Sul","PR"
"HCCVTH","Sul","RS"
"FJYQYQ","Sudeste","MG"
"ATSHAP","Sudeste","SP"
"NEVWSH","Sudeste","MG"
"KELMSC","Sudeste","SP"
"LNRLWT","Sul","PR"
"DTUJWE","Sul","RS"
"GQSCVJ","Sudeste","RJ"
"ZVCOFO","Sudeste","MG"
"PJIZBG","Sudeste","RJ"
"ZEXHXR","Sul","RS"
"PURRHB","Sudeste","ES"
"ALLQAU","Sudeste","RJ"
"OSAIRV","Sul","SC"
"TPHORP","Sudeste","RJ"
"BXBTSZ","Sul","PR"
"OBGWNE","Sul","RS"
"ZYEUKX","Sudeste","RJ"
"DDJHIO","Sul","PR"
"SAFNPS","Sudeste","SP"
"MFUHLR","Sudeste","RJ"
"XFDAZN","Sudeste","SP"
"MDQTDN","Sul","RS"
"CJEXHK","Sul","RS"
"GVZECN","Sudeste","MG"
"DBKCNF","Sudeste","RJ"
"PKMWIL","Sul","RS"
"ATVROR","Sudeste","MG"
"KDTJGD","Sul","PR"
"XZZVTF","Sul","PR"
"SYHJCN","Sudeste","ES"
"VBGRQS","Sudeste","SP"
"RARJVZ","Sudeste","SP"
"KGYFPU","Sudeste","SP"
"YMKOIJ","Sul","PR"
"JXNXUP","Sul","PR"
"NCLLJI","Sudeste","MG"
"QVSAOP","Sul","PR"
"DCFUJJ","Sul","PR"
"PZVOAW","Sul","SC"
"XLQCWU","Sudeste","SP"
"NYMNHI","Sul","RS"
"TLTNET","Sudeste","MG"
"LDWRBN","Sudeste","SP"
"KBRRAJ","Sul","PR"
"TGYBFT","Sul","PR"
"GXGOSG","Sul","SC"
"DJCCYN","Sudeste","ES"
"QEKEQB","Sudeste","ES"
"DPUOHO","Sudeste","RJ"
"MNZWSZ","Sudeste","RJ"
"OCKGXI","Sul","RS"
"BTVYMJ","Sul","PR"
"RIFSQH","Sudeste","SP"
"THYNVA","Sudeste","SP"
"VPHROP","Sul","RS"
"MXHTKS","Sudeste","MG"
"NJTIGL","Sul","SC"
"BHBKLD","Sudeste","MG"
"UALWZK","Sudeste","SP"
"HQYRGI","Sudeste","ES"
"UINHGL","Sudeste","MG"
"GXKYNL","Sul","PR"
"CLHJDU","Sul","PR"
"VJZEAW","Sudeste","MG"
"BJQPAQ","Sudeste","RJ"
"CMAXZE","Sudeste","ES"
"KVRWIR","Sul","PR"
"EMLRRT","Sul","PR"
"XYJVLB","Sudeste","RJ"
"FDFBBD","Sudeste","RJ"
"RZSOYK","Sudeste","ES"
"GMQIUQ","Sudeste","SP"
"MASVFG","Sudeste","SP"
"XVOYHA","Sudeste","ES"
"UEIMDE","Sul","SC"
"YYOAFM","Sudeste","SP"
"FREHTH","Sul","PR"
"JIWGSG","Sul","SC"
"QHTFHV","Sul","SC"
"HJMSIV","Sul","RS"
"PMTSLY","Sul","SC"
"TCJZCW","Sul","SC"
"VLVKDP","Sul","PR"
"SMJIJU","Sul","SC"
"FZKHTY","Sudeste","MG"
"CDISTM","Sudeste","ES"
"AFHXSK","Sudeste","RJ"
"DXPISI","Sul","SC"
"FJQZIU","Sudeste","SP"
"NWSUFM","Sul","PR"
"DGSPBL","Sul","PR"
"IPBZFR","Sul","SC"
"RODLQC","Sul","SC"
"KQBDLT","Sudeste","ES"
"PNZINY","Sudeste","MG"
"MFHSZA","Sudeste","ES"
"SXREQX","Sul","RS"
"GKHPTR","Sudeste","MG"
"VQOMQZ","Sudeste","MG"
"OHRRLO","Sudeste","SP"
"KZQJQT","Sul","SC"
"PESTPX","Sudeste","SP"
"ELNACA","Sul","SC"
"FVDNPC","Sudeste","RJ"
"PUPERR","Sudeste","MG"
"LIXSLZ","Sudeste","RJ"
"SIWGWB","Sudeste","ES"
"HROBEP","Sudeste","RJ"
"HRXDQZ","Sudeste","MG"
"UMAEIV","Sul","RS"
"LDKMZS","Sudeste","SP"
"QQUMOF","Sul","SC"
"ECOMPI","Sudeste","ES"
"VPKJWZ","Sudeste","RJ"
"GLARCC","Sul","SC"
"GUFWKV","Sudeste","SP"
"FFNJMX","Sul","SC"
"SKDIZB","Sudeste","RJ"
"WSBNFB","Sul","RS"
"RJHHFX","Sudeste","ES"
"PMHSWX","Sul","RS"
"GGYZIK","Sudeste","RJ"
"LTQSUE","Sudeste","ES"
"GSPJGF","Sul","SC"
"PFTGJP","Sul","RS"
"WCFDLE","Sudeste","ES"
"QCSYGC","Sudeste","SP"
"AJPNEC","Sudeste","ES"
"KQLKFC","Sudeste","ES"
"VODUGJ","Sul","RS"
"WSIQJD","Sudeste","RJ"
"HTZEOP","Sudeste","ES"
"FSTUWH","Sudeste","MG"
"DPFKIT","Sul","SC"
"BKPNML","Sudeste","MG"
"HOQTHN","Sudeste","MG"
"YMYZIL","Sul","SC"
"JFRGOZ","Sul","PR"
"KHNFWP","Sul","SC"
"VFIYKU","Sul","SC"
"FKKCOG","Sul","SC"
"STYCOM","Sudeste","RJ"
"SRTNWY","Sul","PR"
"DNXYMH","Sudeste","ES"
"MHWRZK","Sudeste","MG"
"AJWBSW","Sudeste","ES"
"VKKIMQ","Sudeste","RJ"
"AFLAYB","Sul","SC"
"RPVMHP","Sul","SC"
"EZIXYQ","Sul","PR"
"ULKOBI","Sul","RS"
"ENNXVH","Sudeste","MG"
"AMKTAS","Sul","PR"
"OSVDXZ","Sul","PR"
"AWJOVR","Sudeste","RJ"
"EEAZGS","Sudeste","SP"
"ZUPINU","Sul","PR"
"MDLQYZ","Sudeste","SP"
"ZBGPVH","Sul","RS"
"KCSTES","Sul","PR"
"AYEJJA","Sudeste","SP"
"BLTYTX","Sudeste","ES"
"QJXQYX","Sudeste","SP"
"KOVONY","Sul","SC"
"RENBJA","Sul","SC"
"RMPBNQ","Sul","PR"
"HNKDMW","Sul","PR"
"PPFFTH","Sul","RS"
"PWRCKK","Sudeste","RJ"
"QLKUTJ","Sudeste","SP"
"ZGHKSC","Sul","SC"
"OKXRKE","Sul","SC"
"KHEKOE","Sul","PR"
"BBTVUT","Sudeste","MG"
"UVBCMF","Sudeste","SP"
"DMUOUH","Sul","RS"
"MBLUQM","Sudeste","RJ"
"TFKKKY","Sudeste","ES"
"QAVBOA","Sudeste","ES"
"QGPWBM","Sudeste","ES"
"VTETJO","Sudeste","MG"
"DGBLBC","Sul","SC"
"OSLKQQ","Sul","PR"
"WQYWTF","Sudeste","ES"
"NIGMLL","Sul","SC"
"DTGJSV","Sul","RS"
"ZBQGVE","Sul","PR"
"PJVXVE","Sudeste","MG"
"QYIDQZ","Sul","SC"
"EBVNFB","Sudeste","ES"
"ZWZGLX","Sudeste","SP"
"IEVTZB","Sudeste","ES"
"NQITHW","Sudeste","RJ"
"EQNMML","Sudeste","SP"
"YYRHQX","Sudeste","MG"
"DAIXGX","Sudeste","RJ"
"ZSYICZ","Sudeste","SP"
"GJNBWP","Sudeste","MG"
"DAJLFL","Sul","SC"
"LXOFAG","Sudeste","MG"
"EFICBY","Sudeste","MG"
"IISHCI","Sudeste","MG"
"DHFWSM","Sul","SC"
"TLEWKK","Sul","PR"
"LEGKKA","Sudeste","MG"
"WDEUVY","Sul","SC"
"OJZKTD","Sudeste","MG"
"OZJAAL","Sul","RS"
"AWNZLQ","Sul","RS"
"QVPNWO","Sul","SC"
"SPCJWV","Sul","RS"
"GKPYAR","Sul","RS"
"EZMLIH","Sudeste","ES"
"TAPSVK","Sudeste","MG"
"UKLWMU","Sudeste","ES"
"IDXNQN","Sul","RS"
"UAWWOG","Sul","SC"
"QIKSPI","Sul","PR"
"DEBDGB","Sudeste","MG"
"JMSLVI","Sudeste","RJ"
"ANAAAF","Sul","RS"
"JXZWYI","Sul","PR"
"JYUBAT","Sul","SC"
"JEHFSZ","Sudeste","MG"
"XXVUDM","Sul","SC"
"LZUEDY","Sul","SC"
"RLSWDC","Sudeste","MG"
"BZYQHF","Sul","PR"
"MXYUPM","Sudeste","ES"
"WCDNFB","Sul","RS"
"FYUEWZ","Sudeste","RJ"
"ZHHHUP","Sul","PR"
"RMHAFR","Sul","RS"
"MJAGGM","Sudeste","RJ"
"TKBHBX","Sul","PR"
"RLBTTL","Sul","SC"
"SXKZVK","Sudeste","SP"
"RWXLKS","Sudeste","SP"
"DMPRHM","Sudeste","SP"
"TTLAFD","Sudeste","ES"
"NTIJAS","Sudeste","SP"
"XJPSQT","Sul","RS"
"UOCBNJ","Sudeste","ES"
"NRGHDF","Sudeste","RJ"
"KHTXDD","Sul","RS"
"FLSBLT","Sul","RS"
"IPSBGW","Sul","SC"
"TMGPIP","Sudeste","ES"
"DRTDLW","Sudeste","SP"
"XNGGTP","Sul","RS"
"IBYEHD","Sudeste","SP"
"DNHIPF","Sudeste","RJ"
"AUBHON","Sul","SC"
"IZTVEG","Sudeste","SP"
"WNKVUG","Sul","RS"
"BQTYNT","Sul","PR"
"PJAKON","Sudeste","MG"
"ZWIRRG","Sudeste","SP"
"BIVCXX","Sudeste","SP"
"VJJTST","Sudeste","MG"
"EQUFNU","Sudeste","SP"
"PBYNFW","Sudeste","SP"
"FNFYHF","Sul","SC"
"ECLLIH","Sudeste","MG"
"MWBSDN","Sul","PR"
"MNOIJA","Sul","RS"
"PVNXQF","Sul","PR"
"IXLXWA","Sudeste","ES"
"CSBWWE","Sudeste","ES"
"KFABFO","Sul","RS"
"YIVTPU","Sudeste","RJ"
"IUPCNO","Sudeste","MG"
"LTGQCJ","Sudeste","SP"
"LUBCUN","Sul","PR"
"AYEBGR","Sudeste","ES"
"WHKPLH","Sudeste","ES"
"UBTZOO","Sudeste","MG"
"JMLWQR","Sul","SC"
"MAVDJT","Sudeste","RJ"
"CFEJGZ","Sul","SC"
"UKFGXU","Sul","PR"
"BVTHXA","Sudeste","ES"
"GUNRZG","Sul","SC"
"CEEAOC","Sul","SC"
"WVUXAY","Sul","RS"
"OFFKAU","Sudeste","RJ"
"LJFZYC","Sudeste","RJ"
"YPBDDZ","Sudeste","RJ"
"GPBCYJ","Sudeste","ES"
"TLKYYJ","Sul","PR"
"WJSXNY","Sudeste","SP"
"XQWRHD","Sudeste","SP"
"PXNOEB","Sul","PR"
"RRNXSV","Sul","RS"
"XRXAWZ","Sul","PR"
"ACEFMH","Sudeste","MG"
"KMYUZW","Sul","PR"
"JAURBM","Sul","SC"
"DKNMGD","Sudeste","ES"
"WJZDSA","Sudeste","MG"
"FUNTAY","Sudeste","SP"
"PMASIH","Sudeste","ES"
"XKQECV","Sudeste","ES"
"AQZKHB","Sudeste","RJ"
"BMYMRO","Sudeste","RJ"
"HBTIPJ","Sul","PR"
"ENSOEU","Sudeste","MG"
"WEMIRX","Sudeste","MG"
"PTVTRY","Sul","RS"
"WTGXSB","Sudeste","ES"
"AVJOWA","Sul","RS"
"SPSGBG","Sudeste","SP"
"MSLUPS","Sudeste","MG"
"ALLYLC","Sudeste","SP"
"MBQCYC","Sul","PR"
"IIYFPW","Sul","RS"
"HVWJPQ","Sul","SC"
"TBPXSC","Sudeste","RJ"
"NPKFBX","Sul","SC"
"QALPQU","Sudeste","SP"
"WFZTHU","Sul","RS"
"CETSBP","Sudeste","RJ"
"DAOKOD","Sul","SC"
"BUAPLK","Sul","RS"
"KSHAQO","Sudeste","RJ"
"CVGSBD","Sul","PR"
"XKFOPL","Sudeste","MG"
"HOHWFL","Sudeste","SP"
"RSIHDL","Sudeste","MG"
"KPJHSP","Sudeste","MG"
"JCPOTJ","Sul","SC"
"GYKWRP","Sul","PR"
"WETMZK","Sul","PR"
"NKCZIP","Sul","SC"
"RPSKST","Sudeste","RJ"
"ZMJMXM","Sul","PR"
"XGGBKK","Sul","RS"
"NAHTCJ","Sudeste","RJ"
"OTUNCS","Sudeste","ES"
"SAWLTG","Sudeste","ES"
"SNKXTJ","Sul","SC"
"APNMAX","Sudeste","ES"
"FRVJTF","Sudeste","MG"
"NAYPPP","Sul","RS"
"CCRCXE","Sudeste","SP"
"NJYTOB","Sudeste","ES"
"IOZRKR","Sudeste","MG"
"MXWKKE","Sudeste","ES"
"CJBDEO","Sudeste","SP"
"RFGESH","Sul","SC"
"KRDHZL","Sul","PR"
"HLGEVL","Sudeste","MG"
"IAKXLC","Sul","RS"
"EJJLWJ","Sudeste","ES"
"OGFPXL","Sudeste","ES"
"ARGMFP","Sul","PR"
"HHRQRT","Sul","PR"
"QNJGBG","Sudeste","ES"
"ZLFKHJ","Sudeste","ES"
"RZOOAY","Sudeste","RJ"
"XWRNZB","Sudeste","SP"
"YXFPDY","Sul","RS"
"UHKEZJ","Sudeste","SP"
"KYCCPA","Sudeste","MG"
"IQBTGP","Sul","SC"
"NIUJXJ","Sul","SC"
"CRDAMV","Sul","SC"
"KYRFXA","Sul","PR"
"AZEPRZ","Sudeste","RJ"
"PBTPUV","Sul","RS"
"JIGNCJ","Sudeste","ES"
"WQSVHV","Sul","RS"
"BZLBJQ","Sudeste","SP"
"LINQUJ","Sul","PR"
"FYWUEJ","Sul","RS"
"KCTTGM","Sul","SC"
"MBWTVV","Sul","RS"
"ERMBHM","Sudeste","RJ"
"FCWHTE","Sudeste","RJ"
"WGRQNA","Sul","RS"
"EPXOLA","Sul","PR"
"QHCDCF","Sul","PR"
"MEQSGT","Sul","PR"
"QDAJMM","Sudeste","ES"
"CQNRHE","Sudeste","ES"
"SAHRMT","Sul","RS"
"INLBVR","Sul","RS"
"GEVIXP","Sul","PR"
"EAJJAD","Sul","SC"
"MAQKEF","Sul","SC"
"NVRFWF","Sudeste","ES"
"ZBWDUS","Sul","PR"
"BVQZDU","Sul","RS"
"FDAMCB","Sudeste","MG"
"KINKOK","Sul","SC"
"FMIBHN","Sul","PR"
"ZNHUOM","Sul","RS"
"MAONIN","Sul","PR"
"MSESZI","Sudeste","RJ"
"FYNPEY","Sudeste","MG"
"SMPSNX","Sudeste","ES"
"NCWDIH","Sudeste","MG"
"YYZSTJ","Sudeste","ES"
"WXLWFW","Sudeste","MG"
"ZKWCCV","Sul","SC"
"KTAZXE","Sul","PR"
"EZWSDE","Sudeste","SP"
"PKUVHW","Sul","SC"
"BYOJCK","Sul","PR"
"ODIQEP","Sul","SC"
"TZACIQ","Sudeste","SP"
"BNCKRA","Sul","SC"
"WIPBEI","Sul","RS"
"OAVCBY","Sudeste","SP"
"QOPYDZ","Sul","SC"
"QOWAOE","Sudeste","SP"
"OFQBRK","Sudeste","RJ"
"NVSYLS","Sul","SC"
"XXLUFJ","Sul","PR"
"YXVFMH","Sul","RS"
"HSKLYV","Sul","SC"
"OSCTRF","Sul","RS"
"PWXJNX","Sul","SC"
"GAOLSU","Sudeste","SP"
"ZJIUHE","Sul","SC"
"SGIDHU","Sul","PR"
"FBZOMP","Sul","SC"
"YXDEVI","Sul","RS"
"IESMUS","Sul","SC"
"QZOJXT","Sul","PR"
"CAMEIB","Sudeste","MG"
"VMKSRL","Sul","RS"
"PKCYEP","Sul","SC"
"HIWEZD","Sudeste","RJ"
"KPXNPX","Sul","SC"
"NXXGXU","Sudeste","SP"
"QOBIAP","Sul","PR"
"RAWUSH","Sudeste","ES"
"CQZDNW","Sudeste","ES"
"NWKEMI","Sul","RS"
"QTZOQI","Sudeste","SP"
"QCLWAQ","Sudeste","MG"
"KQSBVW","Sul","RS"
"OIPPDP","Sul","RS"
"QFGKKQ","Sudeste","MG"
"COURXM","Sul","PR"
"ISWGON","Sul","SC"
"XBMKLN","Sul","RS"
"IGDFIL","Sudeste","MG"
"CAZXJX","Sudeste","MG"
"BPBAEL","Sudeste","SP"
"XEZFTV","Sul","RS"
"SWKLKD","Sul","RS"
"TZIHTV","Sudeste","MG"
"ARBHHM","Sudeste","SP"
"MGFPTS","Sul","SC"
"TWWAVQ","Sul","RS"
"LAABLM","Sul","SC"
"GXKILU","Sudeste","SP"
"QTYECZ","Sul","RS"
"NHTVUU","Sudeste","RJ"
"GAQHYK","Sudeste","SP"
"QVCWYQ","Sudeste","SP"
"XEVPMP","Sudeste","RJ"
"SHDJJA","Sul","SC"
"XRZODC","Sul","RS"
"ACCQEQ","Sudeste","SP"
"SFJIOB","Sudeste","SP"
"INNNBS","Sudeste","RJ"
"GUCHKQ","Sul","PR"
"XWNUUQ","Sudeste","SP"
"ZCRXCW","Sudeste","MG"
"QUOOXQ","Sul","RS"
"QNSMSU","Sudeste","RJ"
"IFHZLT","Sul","SC"
"LGZBHU","Sudeste","MG"
"ONTEPV","Sul","SC"
"QOGXTY","Sul","PR"
"VCVHOZ","Sudeste","SP"
"KOBTIV","Sudeste","ES"
"SQRCSU","Sul","PR"
"DMZUHZ","Sul","RS"
"QRCSJC","Sudeste","SP"
"OVSYWS","Sudeste","ES"
"YTUAIS","Sudeste","MG"
"GFWVFF","Sul","RS"
"DNIWZJ","Sul","RS"
"FLZLVN","Sul","SC"
"UTWAMS","Sudeste","SP"
"XGWSWX","Sudeste","MG"
"LFAYYS","Sudeste","RJ"
"HETZOW","Sudeste","ES"
"ASDBOK","Sudeste","MG"
"PLVGCL","Sudeste","SP"
"LVNOJI","Sul","SC"
"PFLFKX","Sul","RS"
"ITTKOR","Sul","RS"
"AACMQM","Sudeste","ES"
"HCVBDY","Sudeste","SP"
"XJYNEO","Sul","RS"
"JUYQBF","Sul","RS"
"JBWJDW","Sul","PR"
"WRWHAV","Sul","RS"
"SRAJCR","Sudeste","ES"
"KYSGQV","Sul","PR"
"LRMXNG","Sul","RS"
"FZNGTQ","Sudeste","ES"
"RECKRC","Sul","PR"
"UZNTIH","Sudeste","RJ"
"BPDVKA","Sudeste","RJ"
"DBHEAA","Sudeste","RJ"
"GBWPRB","Sudeste","MG"
"UQXWID","Sudeste","SP"
"KSGXFY","Sudeste","RJ"
"GPUGHR","Sudeste","MG"
"TKPHDP","Sul","RS"
"AWDZFY","Sudeste","MG"
"JTRCXU","Sudeste","SP"
"AECOIY","Sul","SC"
"UTLZBH","Sul","RS"
"DXBZGD","Sul","PR"
"BDAGRN","Sul","PR"
"NFTJUO","Sul","PR"
"OVGKWM","Sudeste","MG"
"BFOWCF","Sudeste","SP"
"CFNWQM","Sul","SC"
"SLYXKA","Sudeste","RJ"
"PHVCVH","Sudeste","SP"
"ESWTIQ","Sul","SC"
"RDZJCE","Sudeste","RJ"
"IMLWDN","Sul","PR"
"HYNQWL","Sudeste","SP"
"YHVZKE","Sudeste","SP"
"KSIHCX","Sul","RS"
"YJNBNH","Sul","PR"
"RDVGBL","Sudeste","RJ"
"ZGCLVC","Sul","PR"
"ZLSBCN","Sudeste","SP"
"GMGIFU","Sul","PR"
"MZKOYI","Sul","SC"
"QCAWAW","Sudeste","ES"
"RGIROI","Sul","PR"
"GEYOJM","Sudeste","RJ"
"HODDKO","Sul","SC"
"XUJFIX","Sul","SC"
"IQOFPF","Sudeste","MG"
"MNYGAO","Sudeste","ES"
"WVOTAN","Sul","RS"
"UQMVBU","Sul","PR"
"UPNEPM","Sudeste","ES"
"OYJYYM","Sul","RS"
"FBQSAN","Sul","PR"
"TOKDXT","Sul","SC"
"KLAQUT","Sudeste","ES"
"VZTCYU","Sul","SC"
"XTSZTL","Sul","SC"
"UAYIFU","Sul","PR"
"MFUDXW","Sudeste","SP"
"ZRWUVP","Sudeste","RJ"
"VQPNOC","Sudeste","SP"
"BHBTEC","Sul","PR"
"JUVVFI","Sul","SC"
"ACTVHJ","Sul","PR"
"PTDOKZ","Sul","PR"
"UEQKHU","Sul","SC"
"ODGWYQ","Sul","SC"
"JXJBDG","Sudeste","MG"
"MAYWEP","Sudeste","RJ"
"PFEMYU","Sul","SC"
"HQVUEG","Sudeste","MG"
"WAEUMU","Sul","RS"
"ASFVOO","Sul","SC"
"HSSDCE","Sudeste","MG"
"CPXIJX","Sudeste","MG"
"ACIQIO","Sul","SC"
"FVLABS","Sudeste","ES"
"PNJFYI","Sudeste","MG"
"LKIRAF","Sul","PR"
"XOUDHU","Sudeste","ES"
"EJLOTG","Sudeste","SP"
"DGMBAT","Sul","RS"
"DFUGTB","Sul","SC"
"JILDUK","Sul","PR"
"SFLAQL","Sul","SC"
"ZELDJM","Sul","RS"
"GGRMBA","Sul","PR"
"LKUNNP","Sul","RS"
"EJXTSL","Sul","RS"
"ESMNKY","Sul","RS"
"LVJQJJ","Sul","PR"
"EGBUAS","Sudeste","ES"
"JOJMEJ","Sudeste","ES"
"PXAPQG","Sudeste","SP"
"VBXPWL","Sul","RS"
"BSBSNJ","Sul","RS"
"NTKTEV","Sul","RS"
"IXSQLN","Sudeste","ES"
"SMJXMU","Sul","SC"
"MQMMTM","Sudeste","SP"
"MVQVSQ","Sul","SC"
"PBRBKS","Sudeste","SP"
"KPLPDP","Sul","SC"
"IRKSYJ","Sul","PR"
"RCTKDE","Sul","PR"
"VLOFUJ","Sul","PR"
"OBQWHB","Sudeste","MG"
"AACMVU","Sul","SC"
"YQOTCS","Sul","PR"
"JICWNW","Sudeste","MG"
"UJTCVU","Sul","RS"
"NVQKXI","Sudeste","SP"
"GCQHMM","Sudeste","RJ"
"YRXYCR","Sudeste","SP"
"IXEDSJ","Sul","PR"
"SIYOCM","Sudeste","MG"
"IZVZXW","Sul","RS"
"RAYDJG","Sudeste","RJ"
"NJHTGT","Sul","PR"
"RPKIIN","Sudeste","RJ"
"GWGHST","Sudeste","ES"
"XOBEKY","Sudeste","ES"
"YUZNAH","Sul","RS"
"BNPBHS","Sudeste","MG"
"PEVJDS","Sul","RS"
"OQVEDU","Sudeste","SP"
"JHPAYQ","Sul","RS"
"ODSHGI","Sudeste","MG"
"VRMFYH","Sudeste","SP"
"CEGZTP","Sul","SC"
"HUVWSI","Sul","RS"
"UDRLXP","Sudeste","ES"
"HBMEQJ","Sudeste","RJ"
"ZTBSSZ","Sul","PR"
"YNNSJA","Sul","SC"
"JBKHNP","Sul","PR"
"HKEQOU","Sul","PR"
"KUJZLK","Sudeste","RJ"
"FWVKVZ","Sul","PR"
"KJZGYH","Sudeste","MG"
"TETUEM","Sudeste","MG"
"HCIFYT","Sudeste","RJ"
"MQOXUZ","Sul","PR"
"HCIZPA","Sul","SC"
"KSAROU","Sudeste","SP"
"NGGBGF","Sudeste","ES"
"CAWAXN","Sul","SC"
"GATRSA","Sul","RS"
"IBGZTQ","Sul","SC"
"VMKOWX","Sudeste","SP"
"ITDEUS","Sudeste","SP"
"QKNWBU","Sul","PR"
"TLZPVM","Sul","RS"
"BYMMIT","Sudeste","ES"
"ALBCXE","Sudeste","SP"
"WBJBCN","Sul","RS"
"FJINOM","Sul","SC"
"XIDPZH","Sudeste","MG"
"WZLOKR","Sul","PR"
"HSRSJU","Sul","PR"
"FEXJLY","Sudeste","ES"
"PIMIWC","Sudeste","ES"
"UYDZBT","Sul","SC"
"DIJCLA","Sul","PR"
"WBODHY","Sul","PR"
"AIVRIJ","Sudeste","ES"
"BZFDEB","Sul","PR"
"XZXPMN","Sul","PR"
"JZLZUH","Sudeste","SP"
"ENIZXA","Sul","RS"
"XANTCL","Sul","SC"
"XVVRCA","Sudeste","RJ"
"JKIGCF","Sul","PR"
"LJBDTE","Sudeste","RJ"
"TRGTDY","Sudeste","RJ"
"RNVTET","Sul","RS"
"XGNYCN","Sudeste","ES"
"PMJOKR","Sudeste","MG"
"MTTGON","Sul","PR"
"HFAAQE","Sul","RS"
"VJEKEK","Sul","RS"
"QLUDYL","Sudeste","SP"
"RNYQXQ","Sudeste","RJ"
"IAUUFI","Sul","SC"
"HAATHV","Sudeste","MG"
"ZTTEJH","Sul","PR"
"NQTKXS","Sudeste","RJ"
"UEZHVW","Sul","SC"
"TMDOCQ","Sudeste","MG"
"KOKVRN","Sul","RS"
"WCFFUD","Sudeste","ES"
"AAOOEY","Sudeste","MG"
"LCWKZC","Sudeste","SP"
"JVSLTJ","Sudeste","RJ"
"PQYKNN","Sudeste","RJ"
"KHXSLI","Sudeste","ES"
"JHXJGN","Sul","PR"
"ZDGQMV","Sul","SC"
"ATAIHY","Sudeste","RJ"
"BEGYLX","Sudeste","RJ"
"NHXZHZ","Sudeste","MG"
"YYKYEF","Sudeste","MG"
"HYMTMX","Sudeste","ES"
"CCYTKO","Sul","RS"
"INRCUP","Sul","PR"
"KFDCZO","Sul","RS"
"JQEYGT","Sudeste","ES"
"JCPTCK","Sudeste","MG"
"SXDSOC","Sul","PR"
"YGHTMG","Sul","RS"
"QIRCOB","Sudeste","RJ"
"QDMTSA","Sul","PR"
"KEFZON","Sudeste","RJ"
"IIGASC","Sudeste","ES"
"LJBAIE","Sul","PR"
"STTBIZ","Sul","SC"
"NXHSTR","Sul","SC"
"WKSZAX","Sul","RS"
"KQARMT","Sul","SC"
"PPYJVN","Sudeste","ES"
"VQBNKB","Sudeste","SP"
"CIKLPE","Sul","RS"
"RGPLCE","Sudeste","SP"
"NWTPXM","Sul","PR"
"KZDZYQ","Sudeste","ES"
"XCQZJR","Sul","RS"
"IQRGZG","Sul","RS"
"DPERUF","Sul","RS"
"BIABFQ","Sudeste","RJ"
"YHSQNQ","Sudeste","RJ"
"SRKYPL","Sudeste","MG"
"XHPXZN","Sudeste","RJ"
"WLTUJS","Sudeste","MG"
"QKXIAN","Sudeste","RJ"
"XMKYCO","Sul","RS"
"NMKJNK","Sudeste","SP"
