"OrderID","DeviceName","DeviceType"
"MZUARO","Android Phone","Android"
"KLGLXM","Android Phone","Android"
"MWYDLO","Android Phone","Android"
"STTELJ","iPhone","iPhone"
"ZYERIH","Android Phone","Android"
"HXYRFU","Android Phone","Android"
"CDWCHL","iPhone","iPhone"
"RNYQCX","Android Phone","Android"
"MZJNLB","iPhone","iPhone"
"CNBXLH","iPhone","iPhone"
"FGDSTI","Android Phone","Android"
"XJESSQ","iPhone","iPhone"
"EZUKBR","iPhone","iPhone"
"GCIUFO","Android Phone","Android"
"WRXVLK","Android Phone","Android"
"LWWALK","iPhone","iPhone"
"HIJKRG","iPhone","iPhone"
"SVYKKQ","Android Phone","Android"
"CNXDDR","iPhone","iPhone"
"YVLIXO","Android Phone","Android"
"IBDZPZ","iPhone","iPhone"
"TBTQCB","iPhone","iPhone"
"BCXVXW","Android Phone","Android"
"JWEVDX","Android Phone","Android"
"IYMEWV","iPhone","iPhone"
"NWFKNU","Android Phone","Android"
"IMCDJY","Android Phone","Android"
"WXNLAS","iPhone","iPhone"
"IBXYZE","iPhone","iPhone"
"PUFXOS","Android Phone","Android"
"BTJBUQ","iPhone","iPhone"
"IOBXPV","Android Phone","Android"
"GDDPOU","iPhone","iPhone"
"TTBWTK","Android Phone","Android"
"CWSLMY","Android Phone","Android"
"PRQGTT","Android Phone","Android"
"DZUKSZ","iPhone","iPhone"
"XZCINS","Android Phone","Android"
"KLEOXR","iPhone","iPhone"
"ZYUVXN","Android Phone","Android"
"DWDFFC","iPhone","iPhone"
"HNZHRS","Android Phone","Android"
"FPNMMA","Android Phone","Android"
"UKYSNO","iPhone","iPhone"
"ZJSYLV","Android Phone","Android"
"HPFVXT","iPhone","iPhone"
"DJMAYP","Android Phone","Android"
"ZRBCSA","iPhone","iPhone"
"JKHWXT","Android Phone","Android"
"FFUXPV","iPhone","iPhone"
"AHGYNS","iPhone","iPhone"
"TZGEAX","iPhone","iPhone"
"XCSLOH","iPhone","iPhone"
"ROEYFX","Android Phone","Android"
"NOGXUQ","iPhone","iPhone"
"NANLCD","Android Phone","Android"
"ABGBKG","Android Phone","Android"
"EMZUWN","iPhone","iPhone"
"CPKLLA","iPhone","iPhone"
"FBSAQB","iPhone","iPhone"
"IMUAQL","iPhone","iPhone"
"VTUDGE","Android Phone","Android"
"UQOIUL","Android Phone","Android"
"KIJWHJ","iPhone","iPhone"
"ICTQJZ","Android Phone","Android"
"SLSAUN","iPhone","iPhone"
"ZTFZED","iPhone","iPhone"
"TEQBDZ","Android Phone","Android"
"PHRBHZ","Android Phone","Android"
"KNEYVK","Android Phone","Android"
"JDELIM","iPhone","iPhone"
"TZPVHD","Android Phone","Android"
"QHDHNA","iPhone","iPhone"
"HICUUG","Android Phone","Android"
"AGQVHF","iPhone","iPhone"
"ICYFTJ","Android Phone","Android"
"JVIGOQ","iPhone","iPhone"
"GVUWKD","iPhone","iPhone"
"COYXTC","iPhone","iPhone"
"KVCGEA","Android Phone","Android"
"DQNRBH","Android Phone","Android"
"JGCDEO","Android Phone","Android"
"KZIKKY","Android Phone","Android"
"CLNJZC","iPhone","iPhone"
"VXTJCK","Android Phone","Android"
"SQEGJF","iPhone","iPhone"
"EBTSZD","iPhone","iPhone"
"IUFGSZ","Android Phone","Android"
"KLDXCR","iPhone","iPhone"
"XKIXSO","iPhone","iPhone"
"JZCUAK","iPhone","iPhone"
"EOPCEE","Android Phone","Android"
"DLUXNS","iPhone","iPhone"
"KWZCMS","iPhone","iPhone"
"JMUPOC","iPhone","iPhone"
"WFWWLX","Android Phone","Android"
"GAWOMQ","Android Phone","Android"
"JUZKYG","iPhone","iPhone"
"DDCDEW","Android Phone","Android"
"FZRUIM","Android Phone","Android"
"KWVXPE","iPhone","iPhone"
"PSZVID","iPhone","iPhone"
"OSRCWW","iPhone","iPhone"
"RCWUUH","Android Phone","Android"
"OCALDI","Android Phone","Android"
"ELOJKC","iPhone","iPhone"
"SPKYWD","iPhone","iPhone"
"BSHTSV","iPhone","iPhone"
"UYTFML","iPhone","iPhone"
"FCKWKU","iPhone","iPhone"
"VUVADO","iPhone","iPhone"
"QUIQTH","Android Phone","Android"
"AGLKTW","Android Phone","Android"
"TAKWVE","Android Phone","Android"
"ACMNBJ","iPhone","iPhone"
"IRCNMZ","iPhone","iPhone"
"TLKIJC","Android Phone","Android"
"LDMHSC","Android Phone","Android"
"DVURUC","iPhone","iPhone"
"ACIKAE","Android Phone","Android"
"FILSRF","iPhone","iPhone"
"JREBZK","iPhone","iPhone"
"SAPBNS","Android Phone","Android"
"OHKOXC","iPhone","iPhone"
"CLBUUH","Android Phone","Android"
"JLXQCN","iPhone","iPhone"
"VCXGBH","Android Phone","Android"
"NJBIXB","Android Phone","Android"
"ICJUTN","iPhone","iPhone"
"SGEMZQ","iPhone","iPhone"
"SJCDKM","Android Phone","Android"
"KTYLMY","iPhone","iPhone"
"NRNQAI","Android Phone","Android"
"JTKMRV","iPhone","iPhone"
"KURGYT","Android Phone","Android"
"YVWMLS","Android Phone","Android"
"HOZRHF","Android Phone","Android"
"LNZPFL","iPhone","iPhone"
"ZYTKSA","iPhone","iPhone"
"HNDVWN","Android Phone","Android"
"ONGWRY","Android Phone","Android"
"ZMNYGQ","iPhone","iPhone"
"HZVHBS","Android Phone","Android"
"QHCRZN","iPhone","iPhone"
"RKHJQC","iPhone","iPhone"
"JHKDBA","iPhone","iPhone"
"BJNHMY","iPhone","iPhone"
"UYQFIU","iPhone","iPhone"
"WDZMHJ","iPhone","iPhone"
"LRDASR","iPhone","iPhone"
"QPNPFH","Android Phone","Android"
"JMTQYF","Android Phone","Android"
"NCDDGZ","Android Phone","Android"
"NAJZIR","iPhone","iPhone"
"DQYMPO","iPhone","iPhone"
"FXEEUL","iPhone","iPhone"
"DCVYKV","iPhone","iPhone"
"SLXIPA","iPhone","iPhone"
"XDUVHG","iPhone","iPhone"
"YFATVB","Android Phone","Android"
"FKTQCQ","Android Phone","Android"
"BXIHAI","iPhone","iPhone"
"FPSEOB","iPhone","iPhone"
"BEBVRA","Android Phone","Android"
"OCRIFV","iPhone","iPhone"
"UOOOMT","iPhone","iPhone"
"PZXGOL","iPhone","iPhone"
"LFRWFH","iPhone","iPhone"
"DVQWVV","iPhone","iPhone"
"AOKKZG","Android Phone","Android"
"HLUTPH","iPhone","iPhone"
"XGNVSP","iPhone","iPhone"
"GZVEDF","Android Phone","Android"
"PBHURK","Android Phone","Android"
"SGNCCH","iPhone","iPhone"
"KKQQJT","iPhone","iPhone"
"XJLOEO","iPhone","iPhone"
"LYLUFC","Android Phone","Android"
"RAUVXI","iPhone","iPhone"
"SCIEYC","iPhone","iPhone"
"ZJKBPW","iPhone","iPhone"
"AAJKPC","iPhone","iPhone"
"AXMWRN","iPhone","iPhone"
"YLXQBB","Android Phone","Android"
"YCKJRM","Android Phone","Android"
"QHVCRH","iPhone","iPhone"
"BEYDDC","iPhone","iPhone"
"BVZEZU","Android Phone","Android"
"SOQRPB","iPhone","iPhone"
"LTZVFU","Android Phone","Android"
"HVEWII","Android Phone","Android"
"FFVUPU","iPhone","iPhone"
"SDPUGJ","iPhone","iPhone"
"DNIXEI","iPhone","iPhone"
"KBCLDZ","iPhone","iPhone"
"ZBDARC","iPhone","iPhone"
"HEIRKJ","iPhone","iPhone"
"LBVZVV","Android Phone","Android"
"HSVELZ","iPhone","iPhone"
"UYPMYD","iPhone","iPhone"
"HCHAJF","iPhone","iPhone"
"IHRJGK","Android Phone","Android"
"HDBBZP","iPhone","iPhone"
"OPYZQS","Android Phone","Android"
"ENPDQJ","Android Phone","Android"
"OUDFYB","Android Phone","Android"
"ZCRRAX","iPhone","iPhone"
"XELZGM","Android Phone","Android"
"ECAFEM","Android Phone","Android"
"ABAGJQ","iPhone","iPhone"
"ORLUPK","Android Phone","Android"
"QBESFR","iPhone","iPhone"
"QMAUEU","iPhone","iPhone"
"ULBNFO","Android Phone","Android"
"IHPHUX","iPhone","iPhone"
"ZFGURR","iPhone","iPhone"
"TANZSC","Android Phone","Android"
"ZQHVNF","Android Phone","Android"
"XHPIDQ","Android Phone","Android"
"PHIRNG","Android Phone","Android"
"KTXTAV","Android Phone","Android"
"FTDIOL","Android Phone","Android"
"FJZIYK","Android Phone","Android"
"ZHZHWO","Android Phone","Android"
"FCGEHS","iPhone","iPhone"
"GTABPB","iPhone","iPhone"
"UDAOUN","Android Phone","Android"
"LUMBCF","iPhone","iPhone"
"AHWTVU","iPhone","iPhone"
"KKDPVB","Android Phone","Android"
"GHDGCQ","iPhone","iPhone"
"PSUVST","iPhone","iPhone"
"MFTUZY","iPhone","iPhone"
"CYSBUZ","Android Phone","Android"
"HUTHCG","iPhone","iPhone"
"XSNOYB","iPhone","iPhone"
"GUSXVP","iPhone","iPhone"
"WJEISO","Android Phone","Android"
"ZPJNUI","Android Phone","Android"
"NQMKBI","Android Phone","Android"
"FAEQGE","Android Phone","Android"
"HKLEND","Android Phone","Android"
"MSMSWX","iPhone","iPhone"
"LHNYNS","iPhone","iPhone"
"GVRVWQ","Android Phone","Android"
"MRXKUP","Android Phone","Android"
"VYHOPO","Android Phone","Android"
"INBKUZ","iPhone","iPhone"
"BJAXSM","Android Phone","Android"
"FULROC","iPhone","iPhone"
"JDMNCD","Android Phone","Android"
"UIWBXO","iPhone","iPhone"
"SLRJSB","Android Phone","Android"
"OUUGXQ","iPhone","iPhone"
"RONKXW","iPhone","iPhone"
"IRSBJH","Android Phone","Android"
"XZLTYA","iPhone","iPhone"
"LXANDA","Android Phone","Android"
"ITTTST","iPhone","iPhone"
"DKVLEN","Android Phone","Android"
"FFBETY","Android Phone","Android"
"EJGLAI","iPhone","iPhone"
"YRQPZR","iPhone","iPhone"
"AKPUCG","Android Phone","Android"
"DURHCD","Android Phone","Android"
"TDMHIV","Android Phone","Android"
"NLGTLU","iPhone","iPhone"
"RIUSNT","Android Phone","Android"
"YRZRME","iPhone","iPhone"
"MEEWRX","iPhone","iPhone"
"RNWEIA","iPhone","iPhone"
"MMMYZY","iPhone","iPhone"
"WTPGCB","Android Phone","Android"
"QSHPBJ","Android Phone","Android"
"GXRAFS","iPhone","iPhone"
"EKZYFA","iPhone","iPhone"
"IXDVGR","Android Phone","Android"
"LGXSUZ","iPhone","iPhone"
"FCFSRW","Android Phone","Android"
"VALKLC","iPhone","iPhone"
"ICFZLR","Android Phone","Android"
"RXXXQA","Android Phone","Android"
"WUYFDG","Android Phone","Android"
"ZOUDID","iPhone","iPhone"
"DHVTMB","Android Phone","Android"
"QCWYME","iPhone","iPhone"
"SNLWDY","iPhone","iPhone"
"UTVYPP","Android Phone","Android"
"WJYPZF","Android Phone","Android"
"KGGMEV","Android Phone","Android"
"BHNDNQ","iPhone","iPhone"
"KTQFKA","Android Phone","Android"
"IFXMRJ","iPhone","iPhone"
"NONWCN","Android Phone","Android"
"XISNGM","Android Phone","Android"
"FAHBWW","iPhone","iPhone"
"TVTTMS","iPhone","iPhone"
"GYFNBL","iPhone","iPhone"
"LYZXKW","Android Phone","Android"
"QIQMYS","iPhone","iPhone"
"UWBWJO","iPhone","iPhone"
"PEOPPT","Android Phone","Android"
"NJYYNX","iPhone","iPhone"
"FVCMKJ","iPhone","iPhone"
"USGPGP","iPhone","iPhone"
"OCJFPD","iPhone","iPhone"
"HSMRTW","Android Phone","Android"
"NLXYTW","iPhone","iPhone"
"NBLUVK","Android Phone","Android"
"UXSQXM","iPhone","iPhone"
"LQOJAG","Android Phone","Android"
"KSRWYM","Android Phone","Android"
"MRHRGX","Android Phone","Android"
"PKSBUM","Android Phone","Android"
"GJGZPU","Android Phone","Android"
"OIKVSM","Android Phone","Android"
"NUWBJK","iPhone","iPhone"
"IGXMKQ","iPhone","iPhone"
"VUTUCY","Android Phone","Android"
"PUEQHP","iPhone","iPhone"
"OVECSE","Android Phone","Android"
"TCMQIC","Android Phone","Android"
"LWAETB","iPhone","iPhone"
"ZTUDMQ","Android Phone","Android"
"BBHLCW","iPhone","iPhone"
"CKNOUB","Android Phone","Android"
"CTTNOX","iPhone","iPhone"
"OCTASX","iPhone","iPhone"
"AVERKK","Android Phone","Android"
"JAQTSK","Android Phone","Android"
"EWXLCY","Android Phone","Android"
"RTJTPV","Android Phone","Android"
"TTMEVJ","Android Phone","Android"
"LWUMCA","Android Phone","Android"
"LERGNS","Android Phone","Android"
"DCEHYK","iPhone","iPhone"
"CIDRGV","Android Phone","Android"
"QDLWNP","iPhone","iPhone"
"MVLOCD","iPhone","iPhone"
"TSKGKI","Android Phone","Android"
"NLVKXP","iPhone","iPhone"
"LUJLFI","iPhone","iPhone"
"EUSVHN","Android Phone","Android"
"VBHSLG","Android Phone","Android"
"KMBEWU","Android Phone","Android"
"CEAPQS","Android Phone","Android"
"CHGILF","iPhone","iPhone"
"ASLWBS","iPhone","iPhone"
"PKCLDH","Android Phone","Android"
"GNUNUT","iPhone","iPhone"
"SMWFTN","iPhone","iPhone"
"ZSVAUI","Android Phone","Android"
"JPXAZL","iPhone","iPhone"
"XQNVYL","iPhone","iPhone"
"DTABPM","Android Phone","Android"
"DWPALW","iPhone","iPhone"
"VNBVJU","Android Phone","Android"
"ZORFKR","iPhone","iPhone"
"HERAVJ","iPhone","iPhone"
"SBRGIM","Android Phone","Android"
"BUYNZR","Android Phone","Android"
"HKMPJT","Android Phone","Android"
"CDPKDW","Android Phone","Android"
"ASBEPC","iPhone","iPhone"
"NNSMDY","Android Phone","Android"
"FLZLWF","iPhone","iPhone"
"ARWCRY","iPhone","iPhone"
"JVXYPG","iPhone","iPhone"
"IAOWVK","iPhone","iPhone"
"WXEELG","iPhone","iPhone"
"ZANAJL","Android Phone","Android"
"HBEQAH","Android Phone","Android"
"HYEUEZ","Android Phone","Android"
"PDYRPO","Android Phone","Android"
"WQOMCW","Android Phone","Android"
"AVKGMK","Android Phone","Android"
"OEVPFM","iPhone","iPhone"
"GMQLPC","Android Phone","Android"
"NIVXZT","iPhone","iPhone"
"YJXRKM","iPhone","iPhone"
"UVTTJD","iPhone","iPhone"
"SYYDQJ","iPhone","iPhone"
"WGODBB","Android Phone","Android"
"ONCQTB","Android Phone","Android"
"NZXMOP","Android Phone","Android"
"TCTEYY","iPhone","iPhone"
"HKBNIF","iPhone","iPhone"
"ANVKYW","iPhone","iPhone"
"MHCKQP","Android Phone","Android"
"ULLMQJ","Android Phone","Android"
"JWZHIW","Android Phone","Android"
"OYZJIO","Android Phone","Android"
"LTBWVE","iPhone","iPhone"
"EYCPNT","Android Phone","Android"
"VFUTXI","iPhone","iPhone"
"QQWLQZ","Android Phone","Android"
"ZZHDAT","iPhone","iPhone"
"WMKTLM","Android Phone","Android"
"TXECQI","iPhone","iPhone"
"XTKUXI","Android Phone","Android"
"JIKSBA","Android Phone","Android"
"FPTWQZ","iPhone","iPhone"
"QHSVXC","iPhone","iPhone"
"ZGMHGM","Android Phone","Android"
"LQYODG","Android Phone","Android"
"VGQACB","iPhone","iPhone"
"DGPAPD","iPhone","iPhone"
"ZSJPAZ","iPhone","iPhone"
"WKPQNJ","Android Phone","Android"
"KHRTSZ","iPhone","iPhone"
"RQEODK","Android Phone","Android"
"JLGJON","Android Phone","Android"
"AJNRCS","iPhone","iPhone"
"FCJDDX","Android Phone","Android"
"YNLRDD","Android Phone","Android"
"RKMPPQ","iPhone","iPhone"
"NYMYAR","Android Phone","Android"
"SVDJPS","iPhone","iPhone"
"WILUIL","iPhone","iPhone"
"FFRLXL","iPhone","iPhone"
"BJJYXK","Android Phone","Android"
"UMGJBU","iPhone","iPhone"
"TYJAKG","iPhone","iPhone"
"QNPYGO","Android Phone","Android"
"NQLWBI","iPhone","iPhone"
"FZQEIV","Android Phone","Android"
"SNLUUC","iPhone","iPhone"
"EOXVHN","iPhone","iPhone"
"JKZXBX","Android Phone","Android"
"LZYTZJ","Android Phone","Android"
"EFJLCQ","iPhone","iPhone"
"XTAPCM","Android Phone","Android"
"ZIWURN","iPhone","iPhone"
"CXLNLL","Android Phone","Android"
"GVUOQL","Android Phone","Android"
"PVXMVU","iPhone","iPhone"
"JOYQCQ","iPhone","iPhone"
"TMDSBB","iPhone","iPhone"
"SCQBZJ","iPhone","iPhone"
"JTORNA","Android Phone","Android"
"LZAWOI","Android Phone","Android"
"ZHEROP","iPhone","iPhone"
"HMAMQN","iPhone","iPhone"
"CCVWXM","iPhone","iPhone"
"ONHHDX","iPhone","iPhone"
"GOATQR","Android Phone","Android"
"MXYHAR","Android Phone","Android"
"SYFOVR","iPhone","iPhone"
"ADOKNG","Android Phone","Android"
"TJWHEG","Android Phone","Android"
"MVOUDI","Android Phone","Android"
"YKEWKZ","iPhone","iPhone"
"KQYXYO","iPhone","iPhone"
"LBEIDO","Android Phone","Android"
"UCCMYO","iPhone","iPhone"
"TKUUDQ","Android Phone","Android"
"OFDATA","iPhone","iPhone"
"THLCCY","iPhone","iPhone"
"ZXHCXF","iPhone","iPhone"
"LHIENN","iPhone","iPhone"
"ACYZNZ","Android Phone","Android"
"LAVCTW","Android Phone","Android"
"RPIWRG","iPhone","iPhone"
"INATBC","iPhone","iPhone"
"VMYZDW","iPhone","iPhone"
"MHVJAD","iPhone","iPhone"
"KKOPMA","iPhone","iPhone"
"HMOJNE","Android Phone","Android"
"WHCSIT","iPhone","iPhone"
"DPNSTJ","Android Phone","Android"
"QUJBMI","iPhone","iPhone"
"QCVVXG","iPhone","iPhone"
"QITIXL","Android Phone","Android"
"HMKXKU","Android Phone","Android"
"GHATZG","Android Phone","Android"
"HHQNHW","iPhone","iPhone"
"PRFATI","iPhone","iPhone"
"IBJIQH","iPhone","iPhone"
"DYAHKN","iPhone","iPhone"
"SJQELT","Android Phone","Android"
"CJKEAM","iPhone","iPhone"
"SFEBYG","iPhone","iPhone"
"MWWENE","Android Phone","Android"
"ZHRUJP","Android Phone","Android"
"XAMJRS","Android Phone","Android"
"IVTQRJ","Android Phone","Android"
"FSEATQ","iPhone","iPhone"
"VPCNAT","iPhone","iPhone"
"GAGVFQ","iPhone","iPhone"
"PJXEDY","Android Phone","Android"
"LEHOUK","Android Phone","Android"
"YPOOYQ","iPhone","iPhone"
"HSMWQC","iPhone","iPhone"
"KNKKYJ","iPhone","iPhone"
"ZFIAEM","Android Phone","Android"
"VTLSAF","Android Phone","Android"
"RUGTZW","Android Phone","Android"
"YQQUMF","iPhone","iPhone"
"ACJZGX","iPhone","iPhone"
"FIJGHM","Android Phone","Android"
"MLRLKJ","Android Phone","Android"
"EEQNFU","iPhone","iPhone"
"TRHIWJ","iPhone","iPhone"
"JIKZSR","iPhone","iPhone"
"NZGZAM","iPhone","iPhone"
"OXDSVV","iPhone","iPhone"
"LPUMFC","Android Phone","Android"
"MIBDKK","iPhone","iPhone"
"MMDYCH","iPhone","iPhone"
"JXHSUK","iPhone","iPhone"
"VPVLNR","Android Phone","Android"
"HJRYIU","iPhone","iPhone"
"ZWWDHS","iPhone","iPhone"
"GPYHRS","Android Phone","Android"
"QOPUOS","Android Phone","Android"
"CXCCDY","iPhone","iPhone"
"PPEOAZ","Android Phone","Android"
"JPHDKB","Android Phone","Android"
"PUMRGE","Android Phone","Android"
"LWCLJF","iPhone","iPhone"
"RFYCHV","Android Phone","Android"
"SSESSF","iPhone","iPhone"
"PORLNC","Android Phone","Android"
"MFNMOX","iPhone","iPhone"
"SUZTYX","iPhone","iPhone"
"VIEEEK","Android Phone","Android"
"WYWRFU","iPhone","iPhone"
"LSROWT","Android Phone","Android"
"RKUAHP","iPhone","iPhone"
"JPTAPK","iPhone","iPhone"
"BPFGJU","Android Phone","Android"
"ZRVCHN","Android Phone","Android"
"GZEBQH","iPhone","iPhone"
"ATUALG","iPhone","iPhone"
"JTLXFH","Android Phone","Android"
"ZTFQUD","iPhone","iPhone"
"QLOCQO","Android Phone","Android"
"WQRPZJ","iPhone","iPhone"
"HRZQDQ","Android Phone","Android"
"DCBCMD","Android Phone","Android"
"WMPEJD","iPhone","iPhone"
"HLIVAL","Android Phone","Android"
"YFDESW","iPhone","iPhone"
"XQQWHK","Android Phone","Android"
"LIRNQK","iPhone","iPhone"
"UAFTMY","iPhone","iPhone"
"HYGAMX","iPhone","iPhone"
"IQWNCT","iPhone","iPhone"
"OFKGPG","Android Phone","Android"
"DJOAEN","Android Phone","Android"
"XEVMIM","iPhone","iPhone"
"YWDTIX","iPhone","iPhone"
"VEQYEG","Android Phone","Android"
"IUHSXG","Android Phone","Android"
"QJNYVC","Android Phone","Android"
"UFUVNZ","Android Phone","Android"
"BUVYJO","iPhone","iPhone"
"YGUEVO","Android Phone","Android"
"BYCZRN","iPhone","iPhone"
"DOTAWF","Android Phone","Android"
"KWEFZM","Android Phone","Android"
"ZPBMPK","Android Phone","Android"
"FXJQLZ","iPhone","iPhone"
"OBDEJN","Android Phone","Android"
"NEHHUF","iPhone","iPhone"
"EIKZCA","Android Phone","Android"
"RBAKVW","iPhone","iPhone"
"FPNRKG","iPhone","iPhone"
"NYPLWV","Android Phone","Android"
"YEIPVM","iPhone","iPhone"
"AGGTVJ","iPhone","iPhone"
"VRPEUX","Android Phone","Android"
"RAGFNF","iPhone","iPhone"
"YBNAXU","iPhone","iPhone"
"ZBBWAB","Android Phone","Android"
"SWBILW","iPhone","iPhone"
"WAMJHU","Android Phone","Android"
"HQZTQT","Android Phone","Android"
"SZLDWB","iPhone","iPhone"
"JPQBMJ","iPhone","iPhone"
"EJBKPS","iPhone","iPhone"
"JJOYOB","iPhone","iPhone"
"FPWXCL","iPhone","iPhone"
"GRPJSQ","Android Phone","Android"
"TGPXXK","iPhone","iPhone"
"SWJRMP","iPhone","iPhone"
"VJTKET","iPhone","iPhone"
"NCBGWU","iPhone","iPhone"
"UTGBXH","iPhone","iPhone"
"RTPNKX","iPhone","iPhone"
"JJAEJW","Android Phone","Android"
"IWMNVM","Android Phone","Android"
"VZLKHH","Android Phone","Android"
"TOXTJC","Android Phone","Android"
"XUUMFJ","iPhone","iPhone"
"EQMZFY","Android Phone","Android"
"POWNVJ","iPhone","iPhone"
"BXGETJ","Android Phone","Android"
"SQGYHU","iPhone","iPhone"
"TFHPKR","Android Phone","Android"
"AAFCSN","iPhone","iPhone"
"YGZVWR","iPhone","iPhone"
"QIYQVN","Android Phone","Android"
"MBZMOM","iPhone","iPhone"
"MSYGGS","Android Phone","Android"
"KMSMEP","iPhone","iPhone"
"QATJDE","Android Phone","Android"
"NWPXKV","iPhone","iPhone"
"EOGJDS","iPhone","iPhone"
"CPHBED","Android Phone","Android"
"VVBOBZ","Android Phone","Android"
"LNXZIW","iPhone","iPhone"
"FITEDZ","Android Phone","Android"
"BFYIPF","iPhone","iPhone"
"LHAJGY","Android Phone","Android"
"SNFHWY","Android Phone","Android"
"SAQJYA","Android Phone","Android"
"CZJHPO","iPhone","iPhone"
"WQSTWD","Android Phone","Android"
"JQGPJI","iPhone","iPhone"
"ZQHDFA","Android Phone","Android"
"XUAJRE","iPhone","iPhone"
"FNFTOR","Android Phone","Android"
"NLHXRB","Android Phone","Android"
"WCSJGO","Android Phone","Android"
"AOOAOM","Android Phone","Android"
"OOEQEK","Android Phone","Android"
"HQLVMY","Android Phone","Android"
"XNEIWM","Android Phone","Android"
"SNQRTI","Android Phone","Android"
"LAIFNH","iPhone","iPhone"
"AVPZNZ","Android Phone","Android"
"VYWEGP","Android Phone","Android"
"KGGIWQ","Android Phone","Android"
"QMHIAB","iPhone","iPhone"
"AXWTPF","iPhone","iPhone"
"UHZHYU","Android Phone","Android"
"VBDXUW","iPhone","iPhone"
"LNGOKL","iPhone","iPhone"
"JVWCTV","Android Phone","Android"
"TDJDED","iPhone","iPhone"
"LPEERJ","Android Phone","Android"
"PMMRRD","iPhone","iPhone"
"NRSGML","Android Phone","Android"
"QSVEUP","Android Phone","Android"
"ZGVPYB","Android Phone","Android"
"CBQQQD","Android Phone","Android"
"UGTMOJ","iPhone","iPhone"
"XEVVDD","iPhone","iPhone"
"OEVTLJ","iPhone","iPhone"
"JKKCYK","Android Phone","Android"
"EPTXYV","iPhone","iPhone"
"NWHHXG","iPhone","iPhone"
"DCYEDK","Android Phone","Android"
"CNQRIE","iPhone","iPhone"
"CNYDDZ","iPhone","iPhone"
"JIRTRF","iPhone","iPhone"
"NMGTLT","iPhone","iPhone"
"HGIHJF","Android Phone","Android"
"CJALCF","Android Phone","Android"
"EKBLSN","iPhone","iPhone"
"KGAJTI","Android Phone","Android"
"SCXIRR","Android Phone","Android"
"OYLYZX","iPhone","iPhone"
"JPBAMV","iPhone","iPhone"
"KRPTAE","Android Phone","Android"
"GUYVJR","Android Phone","Android"
"PXOYUQ","Android Phone","Android"
"QNTKMS","Android Phone","Android"
"DNULRT","iPhone","iPhone"
"BOHXYG","iPhone","iPhone"
"VESBFR","Android Phone","Android"
"PVMZCH","Android Phone","Android"
"XGQOSA","Android Phone","Android"
"EYFFYK","iPhone","iPhone"
"ODUPHS","Android Phone","Android"
"YWRODE","Android Phone","Android"
"HKPODF","Android Phone","Android"
"GELRJM","Android Phone","Android"
"XYLEEL","iPhone","iPhone"
"KAUKCG","Android Phone","Android"
"GTEDHE","iPhone","iPhone"
"YUIQAF","Android Phone","Android"
"FSRCON","iPhone","iPhone"
"FWHPAN","iPhone","iPhone"
"TICAWM","iPhone","iPhone"
"WBUYDQ","Android Phone","Android"
"HRYFTJ","iPhone","iPhone"
"NQMVDL","iPhone","iPhone"
"MCDXAC","Android Phone","Android"
"PYFWCL","Android Phone","Android"
"RDHECU","iPhone","iPhone"
"QYATQN","iPhone","iPhone"
"HNKAHP","Android Phone","Android"
"TVLIAD","Android Phone","Android"
"CLKTNG","iPhone","iPhone"
"JBGAQQ","iPhone","iPhone"
"DVAKSU","iPhone","iPhone"
"BADUBR","iPhone","iPhone"
"RPHXGR","Android Phone","Android"
"VKQNEW","Android Phone","Android"
"VSYZMO","iPhone","iPhone"
"BHQYCP","Android Phone","Android"
"TQWUXI","Android Phone","Android"
"GBXXJC","iPhone","iPhone"
"OQMCUJ","iPhone","iPhone"
"RSPRCA","Android Phone","Android"
"VVMVWM","iPhone","iPhone"
"BFOICI","Android Phone","Android"
"HQACWN","iPhone","iPhone"
"FZPKAW","Android Phone","Android"
"IYQRJM","iPhone","iPhone"
"OIQAGT","Android Phone","Android"
"KXOBPS","iPhone","iPhone"
"GOZAKO","Android Phone","Android"
"IZBFBT","iPhone","iPhone"
"UCDBOD","iPhone","iPhone"
"NLSVIW","Android Phone","Android"
"EEPCET","iPhone","iPhone"
"RGAQHA","Android Phone","Android"
"LLLEWN","iPhone","iPhone"
"OSZCNO","iPhone","iPhone"
"OYKBVS","Android Phone","Android"
"EHUAUI","Android Phone","Android"
"MRBLID","iPhone","iPhone"
"EQUQPM","iPhone","iPhone"
"TXXIEJ","Android Phone","Android"
"MWGRPA","Android Phone","Android"
"SYDUGM","Android Phone","Android"
"YWWQFO","Android Phone","Android"
"CSXHIQ","iPhone","iPhone"
"RALTEX","iPhone","iPhone"
"AAMOFA","iPhone","iPhone"
"NAMSFW","Android Phone","Android"
"NLJHNL","iPhone","iPhone"
"YHTXZT","Android Phone","Android"
"PRZDMS","iPhone","iPhone"
"ITHVXK","iPhone","iPhone"
"AGXZKJ","iPhone","iPhone"
"CSWFQP","iPhone","iPhone"
"TUCUTB","Android Phone","Android"
"TVQIML","Android Phone","Android"
"SODSHN","Android Phone","Android"
"JYHBRG","Android Phone","Android"
"RMUPYU","Android Phone","Android"
"FGIUQX","Android Phone","Android"
"NIKYKD","Android Phone","Android"
"JMLUPL","Android Phone","Android"
"IRSYMM","iPhone","iPhone"
"HFSGTP","Android Phone","Android"
"OLHOPR","Android Phone","Android"
"ZPHMQK","Android Phone","Android"
"HQIBPQ","iPhone","iPhone"
"OQLFNV","iPhone","iPhone"
